Device Number,MAC_address,preamble
1,24:d7:eb:38:c7:e8,"[ 0.21494181+1.12491198e-01j -0.18778035+5.97857460e-02j
 -0.19699693-3.15866508e-02j -0.04773094+3.65001298e-02j
 -0.13800466+5.39567135e-02j  0.2147587 +1.52928218e-01j
  0.13711964-1.56895623e-01j -0.25965142-2.15460621e-02j
  0.06842248+3.12051684e-01j  0.21793263-2.13537961e-01j
 -0.05511642-2.52998382e-01j -0.00143437-7.20236637e-03j
  0.10736409-1.01657130e-01j -0.01522873+2.30628327e-01j
 -0.08438366+5.47807105e-02j  0.1299783 -1.54759318e-01j
  0.14041562+2.01635748e-01j -0.19248019-3.73851657e-02j
 -0.16037473-1.19327344e-01j -0.05188145+1.18716974e-02j
 -0.15094452-5.46281179e-03j  0.11685535+2.25714847e-01j
  0.19028287-7.65404031e-02j -0.22312076-1.35532662e-01j
 -0.07922603+3.16751540e-01j  0.28427985-9.52177271e-02j
  0.06088441-2.61177331e-01j -0.00546281-4.88296058e-03j
  0.14474925-3.80870923e-02j -0.10644854+1.93517819e-01j
 -0.10003965+9.33866203e-03j  0.18195131-8.40174332e-02j
  0.0382702 +2.35267133e-01j -0.16251102-1.07455648e-01j
 -0.10513624-1.76610574e-01j -0.06231878-7.96532910e-03j
 -0.13248082-6.48823380e-02j  0.03027435+2.59559870e-01j
  0.19962153+4.48621996e-03j -0.16409798-2.05175892e-01j
 -0.17551191+2.62672752e-01j  0.3010345 +7.50755146e-03j
  0.13043608-2.27698550e-01j -0.00686666-1.79448798e-02j
  0.13959163-1.22074009e-04j -0.15463725+1.58879325e-01j
 -0.1027558 -2.05694698e-02j  0.19452493-3.80870923e-02j
 -0.01168859+2.38380015e-01j -0.13711964-1.42399326e-01j
 -0.06717122-1.89092636e-01j -0.06427196-2.47810241e-02j
 -0.11822867-9.46989134e-02j -0.01977599+2.60597497e-01j
  0.2017273 +3.65001298e-02j -0.12155519-2.29285508e-01j
 -0.21271396+2.39142984e-01j  0.2946256 +5.41703403e-02j
  0.16370125-2.07068041e-01j  0.00234992-2.01727301e-02j
  0.15073088+2.03253217e-02j -0.16913354+1.46549851e-01j
 -0.09265418-1.94097683e-02j  0.19946893-1.07119940e-02j
 -0.03515732+2.32428908e-01j -0.13156526-1.60313696e-01j
 -0.04779197-1.95348933e-01j -0.04977568-2.55745053e-02j
 -0.11856438-1.00222759e-01j -0.0367748 +2.59132594e-01j
  0.20822774+4.75478247e-02j -0.10773031-2.41798088e-01j
 -0.23474832+2.22724035e-01j  0.28940696+7.83104748e-02j
  0.17014065-1.97393671e-01j -0.00372326-2.36518383e-02j
  0.14697711+2.74361335e-02j -0.17694628+1.30405560e-01j
 -0.10278632-2.78328732e-02j  0.19550152-7.72118103e-03j
 -0.04409923+2.33619139e-01j -0.11813712-1.55522287e-01j
 -0.04315316-2.04931736e-01j -0.05349893-3.02133169e-02j
 -0.11313209-1.01901278e-01j -0.03595079+2.55256742e-01j
  0.20825826+4.82497513e-02j -0.10916469-2.36518398e-01j
 -0.22452462+2.25989506e-01j  0.2959074 +7.10165575e-02j
  0.17645799-2.01544195e-01j  0.00457778-1.75481383e-02j
  0.14658037+1.98675450e-02j -0.16638687+1.40507191e-01j
 -0.09677417-1.91656202e-02j  0.20374152-2.71919854e-02j
 -0.0163274 +2.35541806e-01j -0.13830985-1.44749254e-01j
 -0.06137271-1.84575900e-01j -0.06210515-2.35297643e-02j
 -0.11673327-8.61537308e-02j -0.00680563+2.70241350e-01j
  0.20639662+3.35093141e-02j -0.12863548-2.26477802e-01j
 -0.20697649+2.49549791e-01j  0.2932523 +4.17798311e-02j
  0.14166689-2.18298852e-01j -0.00201422-1.75176207e-02j
  0.14798422+8.05688463e-03j -0.15448466+1.61625981e-01j
 -0.10266424-1.33365858e-02j  0.19534893-4.12304960e-02j
 -0.00244148+2.36823574e-01j -0.14105652-1.26255050e-01j
 -0.07492292-1.85552493e-01j -0.05456708-1.21768825e-02j
 -0.13006985-7.71202520e-02j  0.01486251+2.62123406e-01j
  0.1997436 +0.00000000e+00j -0.15222628-2.08929673e-01j
 -0.16983546+2.71675706e-01j  0.29853198-6.40888524e-04j
  0.11624497-2.40394235e-01j -0.00918607-1.60832498e-02j
  0.14786214-1.95928775e-02j -0.13342689+1.80516943e-01j
 -0.08688617+4.07421999e-02j  0.16531873+1.27689406e-01j
 -0.22571485-3.24411690e-02j -0.14435251+6.98568523e-02j
  0.09558395+2.84615546e-01j -0.02719199-2.03741521e-01j
  0.04013183-7.99889937e-02j  0.1317789 +2.76375562e-01j
  0.14065978-6.79036677e-02j  0.1111789 -1.82073385e-01j
 -0.09051788+1.93334714e-01j -0.02221747+8.55433643e-02j
 -0.09408854-1.57536507e-01j -0.1257057 +1.88695893e-01j
  0.22724077+2.34839872e-01j -0.09024321-9.45463181e-02j
 -0.15524761+1.69072505e-02j  0.07370219-1.72368497e-01j
 -0.24002802+4.57777530e-02j -0.04873805+2.68074512e-01j
  0.09619432-2.84554511e-01j  0.02633747+3.93078290e-02j
  0.20316167+8.03246945e-02j -0.03720205-2.53303558e-01j
 -0.18097472+2.66121347e-02j  0.07181004-8.82900283e-02j
  0.23487039+4.19019051e-02j  0.06997892-2.77107991e-02j
 -0.08862573-1.96539149e-01j -0.12973416+1.40568227e-01j
 -0.05746634-7.62962550e-02j  0.23316136-1.57383919e-01j
 -0.05761893-1.17038459e-01j -0.29038355-1.43436957e-02j
 -0.00274667+2.93526947e-01j -0.03195287-1.39896810e-01j
  0.02865687-2.12744474e-01j -0.10715046+1.05807647e-01j
 -0.09381387+1.21646747e-01j  0.17706835+1.70903608e-01j
 -0.15063933-3.07016131e-02j -0.08993802-1.26346603e-01j
 -0.03619494+7.62962550e-02j -0.0296945 +2.31421798e-01j
  0.18253116+7.04061836e-02j -0.21021144-1.14810608e-01j
  0.05481123-2.68868003e-02j  0.13882867-1.76335901e-01j
 -0.36661875+6.46992261e-03j  0.04959257+7.84630701e-02j
  0.15640733-1.89397827e-01j  0.06360056+1.19144231e-01j
  0.15793325-8.71913582e-02j -0.187231  -2.54676908e-01j
  0.00469985+1.03762910e-01j  0.23087247+1.00711058e-03j
 -0.11926631+1.11331493e-01j -0.02511673+2.01452628e-01j
  0.28998682+3.88805717e-02j -0.04376353+1.44962883e-02j
 -0.19495219-4.48316783e-02j  0.2591631 -5.70695987e-03j
  0.10821861-1.23844080e-01j -0.1751762 -2.11798400e-01j
  0.16086303+1.09958164e-01j  0.12936793+1.70781538e-01j
 -0.2544938 -2.80770212e-02j -0.06491286+1.31809413e-01j
  0.16595961+2.20557213e-01j -0.07928707-1.71147764e-01j
  0.01074251-9.32035074e-02j  0.213599  +2.31788024e-01j
  0.10931727-1.22165561e-01j  0.04443494-2.02551305e-01j
 -0.03073213+2.12836027e-01j  0.0036317 +9.68962461e-02j
 -0.14371163-1.18167639e-01j -0.06042663+2.18939736e-01j
  0.29514444+1.50883481e-01j -0.11679431-6.19525611e-02j
 -0.13602096+5.83513752e-02j  0.01455733-1.92602262e-01j
 -0.20792255+1.20364971e-01j  0.0420545 +2.72713333e-01j
  0.0105594 -2.89803684e-01j  0.04962308+2.86873914e-02j
  0.21271396+1.62053239e-02j -0.10950039-2.36182690e-01j
 -0.1634571 +8.09350684e-02j  0.04632709-1.05197281e-01j
  0.23136076-2.80465037e-02j  0.05548264-4.00402732e-02j
 -0.14661089-1.69865981e-01j -0.08081299+1.69316649e-01j
 -0.08017211-5.01724184e-02j  0.1788079 -2.15155438e-01j
 -0.08777121-9.36307684e-02j -0.28440192+6.82698861e-02j
  0.07742544+2.81472147e-01j -0.06964322-1.21921413e-01j
 -0.02252265-2.19214395e-01j -0.07452618+1.20578602e-01j
 -0.06198308+1.40964955e-01j  0.20639662+1.32999629e-01j
 -0.1622974 -1.03762904e-02j -0.11972409-1.02542169e-01j
 -0.02246162+8.72524008e-02j  0.01977599+2.25928470e-01j
  0.1852473 +2.56660599e-02j -0.23487039-6.02435246e-02j
  0.04709005-3.57676856e-02j  0.10043639-2.01513663e-01j
 -0.34495062+9.79033560e-02j  0.0636616 +6.41804114e-02j
  0.09942928-2.20099434e-01j  0.0981475 +1.00314319e-01j
  0.13980526-1.21097416e-01j -0.24512461-2.01696783e-01j
  0.02874843+1.01016246e-01j  0.22913292-5.55436723e-02j
 -0.08166751+1.35135934e-01j  0.02822961+1.97454706e-01j
  0.29142118-3.51573154e-02j -0.04495375+3.70494612e-02j
 -0.20477915+2.68562813e-03j  0.24167602-6.58894479e-02j
  0.08218633-1.44535631e-01j -0.2192144 -1.64769396e-01j
  0.18054746+5.94500415e-02j  0.16306035+1.36783928e-01j
 -0.25370032+3.61644253e-02j -0.03308206+1.38645560e-01j
  0.21188997+1.63457096e-01j -0.11880853-1.48228362e-01j
 -0.01199377-8.53907689e-02j  0.27317113+1.65227175e-01j
  0.07623522-1.45207033e-01j -0.00592059-2.06976488e-01j
  0.02795495+2.05755740e-01j  0.02768028+8.17285478e-02j
 -0.16043577-8.92361030e-02j -0.00128178+2.26050541e-01j
  0.31266207+8.01110715e-02j -0.12158571-2.36823577e-02j
 -0.1194189 +9.61332843e-02j -0.03491317-1.93670422e-01j
 -0.17673264+1.59428656e-01j  0.0989715 +2.52265930e-01j
 -0.06076234-2.92062074e-01j  0.04928738+1.66020654e-02j
  0.2059999 -3.62864994e-02j -0.15683459-1.92785382e-01j
 -0.13681445+1.25064820e-01j  0.01477095-1.07242018e-01j
  0.20627455-9.36918035e-02j  0.04901271-4.45264950e-02j
 -0.18140198-1.18503347e-01j -0.02600176+1.98065072e-01j
 -0.09469891-3.17392424e-02j  0.12567519-2.57484615e-01j
 -0.05801567-4.27564234e-02j  0.08603166+1.99468926e-01j]"
1,24:d7:eb:38:c7:e8,"[ 6.95821829e-03+0.09808647j -1.10721126e-01-0.00750755j
  9.80254263e-02-0.09958187j  5.61540425e-02-0.04348886j
  1.48014734e-02-0.04098635j -2.44148029e-03-0.06933804j
 -1.52317852e-01+0.065157j    7.75475129e-02+0.08243047j
  5.52690066e-02-0.13812675j -1.51554883e-01-0.02545243j
  6.02740422e-02+0.17990658j  9.54923928e-02+0.02465895j
  2.92977621e-03+0.03128146j -1.35807339e-02+0.0557573j
 -7.15048537e-02-0.12530898j  4.30616066e-02-0.00225837j
 -4.20239791e-02+0.09445477j -1.06479056e-01-0.05786308j
  1.36783928e-01-0.04177983j  7.10165575e-02-0.00875881j
  3.61644253e-02-0.03640857j  3.14340554e-02-0.06341745j
 -1.52256802e-01-0.00848414j  2.63985042e-02+0.1055635j
  1.08371198e-01-0.09433269j -1.30161405e-01-0.09515669j
 -1.30008822e-02+0.18604079j  7.33054429e-02+0.0636616j
 -1.56559907e-02+0.02133243j -4.11389396e-02+0.03982665j
 -1.87688787e-02-0.14508496j  4.15967181e-02+0.02511673j
 -7.39463344e-02+0.06942959j -7.51975924e-02-0.08948025j
  1.40964955e-01+0.01086459j  6.32953718e-02+0.01242103j
  3.56761292e-02-0.0159917j   4.09253128e-02-0.05499434j
 -1.57017693e-01-0.05899226j -1.01016238e-02+0.10776083j
  1.23844080e-01-0.06692708j -9.95208323e-02-0.12604141j
 -7.66319558e-02+0.16809592j  5.48417494e-02+0.08447521j
 -1.63884349e-02+0.02069154j -5.05691580e-02+0.03277687j
  1.34281414e-02-0.14459667j  2.86873914e-02+0.03454695j
 -8.74049887e-02+0.05813775j -5.64287119e-02-0.10477002j
  1.31656826e-01+0.03387554j  6.79341853e-02+0.0204474j
  4.70290110e-02-0.00524918j  5.39261922e-02-0.04544205j
 -1.40598744e-01-0.09073151j -2.06305068e-02+0.10562453j
  1.26804382e-01-0.04669331j -8.23999569e-02-0.13434245j
 -9.19522494e-02+0.16037473j  4.44654562e-02+0.09030425j
 -1.76702123e-02+0.01626636j -5.41093051e-02+0.0257271j
  1.95013229e-02-0.1411786j   2.68562827e-02+0.03295998j
 -9.39359516e-02+0.04126101j -4.66933101e-02-0.1091952j
  1.26468673e-01+0.05078279j  5.96331544e-02+0.02026428j
  4.83413078e-02-0.01779229j  5.57267852e-02-0.04446546j
 -1.42490894e-01-0.08200321j -2.28583589e-02+0.11407816j
  1.33487925e-01-0.0447096j  -7.57469237e-02-0.14404733j
 -8.82595107e-02+0.16431162j  4.35499027e-02+0.08618425j
 -2.32245810e-02+0.01660207j -5.79851530e-02+0.02423169j
  2.18512472e-02-0.13644822j  3.68663520e-02+0.03268532j
 -9.02432129e-02+0.05105745j -4.66017537e-02-0.1019318j
  1.34861261e-01+0.04129153j  6.57673702e-02+0.01849421j
  4.61439751e-02-0.01382488j  5.15762679e-02-0.04495375j
 -1.45878434e-01-0.08627581j -1.97149515e-02+0.11490216j
  1.37394294e-01-0.04318368j -9.29593593e-02-0.1312906j
 -9.00906175e-02+0.16269414j  5.38956746e-02+0.07971433j
 -1.47709548e-02+0.02471999j -4.84633818e-02+0.02746665j
  5.89007093e-03-0.1486251j   3.35398354e-02+0.02319406j
 -8.48719552e-02+0.05972471j -5.66728599e-02-0.09717091j
  1.39011770e-01+0.02410962j  6.63472265e-02+0.01120029j
  3.54930162e-02-0.01873836j  5.05996756e-02-0.04971464j
 -1.45756364e-01-0.06137271j -6.01214496e-03+0.11267431j
  1.17374159e-01-0.0654927j  -1.00955203e-01-0.12665178j
 -7.01010004e-02+0.17325354j  6.17694482e-02+0.07300026j
 -8.78932886e-03+0.02093569j -4.89516780e-02+0.03094576j
 -7.32444052e-04-0.14410837j  3.52488682e-02+0.02862635j
 -7.98058808e-02+0.06942959j -6.65913746e-02-0.08966336j
  1.43803179e-01+0.01727347j  6.42109290e-02+0.00476089j
  4.11694609e-02-0.02218695j  4.77614552e-02-0.05609301j
 -1.51737988e-01-0.04583879j -1.25125854e-03+0.12277593j
  1.19998753e-01-0.07947018j -1.15695640e-01-0.11883905j
 -4.12915349e-02+0.18115783j  6.95516691e-02+0.07013152j
 -1.10476976e-02+0.01757866j -4.75783460e-02+0.04779197j
 -1.04373274e-02-0.1331217j  -3.05795390e-02+0.00357066j
 -9.24405456e-02-0.00241096j  1.24546006e-01-0.09564499j
 -6.55842647e-02-0.0790124j  -1.01138316e-01-0.03158665j
  1.20822750e-01+0.07187107j -3.83922756e-02+0.01681569j
 -1.44993410e-01-0.02548295j  2.81075407e-02+0.12793356j
  2.09967289e-02+0.05056916j -6.65913746e-02-0.12424082j
  5.03555266e-03+0.00317392j  1.02359056e-01-0.02795495j
 -1.14658013e-01-0.10162661j -1.30893856e-01+0.04760886j
  9.63163897e-02-0.05349893j  1.42826587e-02-0.02642902j
  8.11181813e-02+0.07251196j  9.49125458e-03-0.17477946j
 -7.46787712e-02-0.0290231j   1.04678459e-01+0.12537001j
 -8.49940255e-02-0.02252265j -4.52284217e-02+0.09878839j
  1.21707790e-01+0.01202429j  2.93893181e-02-0.07434307j
  8.85036541e-04+0.0953398j  -1.05532981e-01+0.06094545j
  4.55946438e-02+0.04565568j  7.98363984e-02-0.00552385j
 -1.20548084e-02-0.10849328j  5.21866381e-02+0.06320382j
 -2.96029467e-02+0.14004941j  1.08798459e-01-0.03595079j
  3.63170169e-02-0.13144319j -1.06479056e-01-0.08069092j
  1.09561421e-01+0.07495344j  4.06506434e-02+0.0549333j
  5.24918223e-03-0.11334572j -6.06402643e-02-0.04855494j
 -1.05716094e-01+0.00671407j  1.09042607e-01-0.05462812j
  4.09558304e-02+0.00894192j -3.10373176e-02-0.07382426j
 -1.13437273e-01-0.05227819j -3.31736133e-02+0.04620501j
  1.18472822e-01-0.07037567j -3.79039794e-02+0.08832055j
  8.80458802e-02+0.05587938j  7.10775927e-02-0.18021175j
 -4.62660491e-02+0.06396678j  2.87179109e-02+0.09262365j
 -9.99175757e-02-0.00057985j  5.81377484e-02+0.09915461j
  1.41056523e-01-0.05102694j -9.22879502e-02+0.01144444j
 -5.09964153e-02+0.07739493j -2.76192445e-02-0.13144319j
 -9.60112065e-02-0.01010162j -9.70488340e-02+0.10434276j
  5.00808619e-02-0.08078247j  5.23392297e-02-0.03186132j
 -9.06704664e-02+0.13611253j  7.77611434e-02+0.05719167j
  1.02603205e-01-0.00100711j -1.52195767e-01+0.03268532j
 -6.11895956e-02-0.02880947j  1.00375354e-01-0.1007721j
 -9.96123925e-02-0.05829034j -1.07180983e-01+0.00540177j
  1.31900966e-01+0.0321665j  -4.54420485e-02+0.03729361j
 -1.54209986e-01+0.02240058j  5.35294525e-02+0.10220646j
  3.99181992e-02+0.04907375j -9.39054340e-02-0.0897244j
  9.15555065e-05-0.00451674j  8.76796544e-02-0.05331582j
 -1.38798147e-01-0.06628618j -1.08615346e-01+0.08499403j
  7.70286992e-02-0.08105714j  1.18106604e-02-0.02801598j
  9.77812782e-02+0.04562516j -4.41297553e-02-0.16431162j
 -8.12097341e-02-0.00549333j  1.35105416e-01+0.09106721j
 -9.11282450e-02+0.00790429j -1.09866606e-02+0.10434276j
  1.27170593e-01-0.02356028j  5.61540434e-03-0.07846307j
  2.84127258e-02+0.08713032j -7.90429190e-02+0.09356973j
  5.04470840e-02+0.02841273j  7.38852918e-02-0.03555406j
 -5.77410050e-02-0.09225743j  7.07418844e-02+0.03268532j
  2.15765815e-02+0.14041562j  1.00283802e-01-0.06823937j
 -8.27051420e-03-0.1253395j  -1.28330305e-01-0.03616443j
  1.28116667e-01+0.02685628j  5.22781946e-02+0.03588976j
 -3.24106477e-02-0.10174868j -6.80257380e-02-0.02182073j
 -9.65910628e-02+0.03173924j  8.56959522e-02-0.08053833j
  5.32547869e-02+0.00024415j -5.00808619e-02-0.06195256j
 -1.21860377e-01-0.01480147j -1.66936200e-02+0.06149478j
  9.19217318e-02-0.10370187j -9.70488414e-03+0.10287787j
  9.53703225e-02+0.03436383j  1.81279909e-02-0.18671219j
 -2.64595412e-02+0.08279669j  5.85650057e-02+0.0773644j
 -9.37833562e-02+0.03225806j  8.04772899e-02+0.07980588j
  1.20151341e-01-0.08258307j -8.10266212e-02+0.03772087j
 -2.95419097e-02+0.08920559j -5.81682660e-02-0.11609238j
 -9.65605378e-02+0.01480147j -5.92058934e-02+0.13077179j
  1.98980626e-02-0.08276618j  4.03454602e-02-0.04184087j
 -5.41398227e-02+0.15152436j  9.14944708e-02+0.02697836j
  1.02206461e-01-0.03588976j -1.26590744e-01+0.07293922j
 -6.61946312e-02-0.01431318j  7.65098855e-02-0.1238746j
 -1.08951055e-01-0.0183111j  -1.00314319e-01+0.03888057j
  1.34952813e-01-0.00885037j -3.54624987e-02+0.04223761j
 -1.42185703e-01+0.06109804j  9.52177271e-02+0.08896144j
  4.76088636e-02+0.03308206j -1.22653857e-01-0.067629j
  1.86162861e-03+0.00231941j  7.26340339e-02-0.07385477j
 -1.47190735e-01-0.02743613j -8.61842483e-02+0.11270483j
  4.72121239e-02-0.09964291j  8.54518032e-04-0.0318308j
  1.03732392e-01+0.01828058j -8.91445428e-02-0.15466776j
 -7.54112154e-02+0.01663258j  1.53172359e-01+0.04641864j
 -8.75881016e-02+0.03256324j  2.04473957e-02+0.10419016j
  1.12552233e-01-0.05413982j -2.12408770e-02-0.07684559j
  5.78325614e-02+0.08191166j -5.70390821e-02+0.11505476j
  6.83309287e-02+0.00384533j  6.07012995e-02-0.04791405j
 -7.35801086e-02-0.07367166j  7.31528476e-02+0.02114932j
  5.99383377e-02+0.122898j    3.78429443e-02-0.0316782j ]"
